Name,Ingredients,Making,Link,Glass,Garnish,Type,Flavor
Improved Holland Gin Cocktail,"['2 shot Rutte Old Simon Genever', '1⁄24 shot Luxardo Maraschino liqueur', ""1⁄24 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", '1⁄24 shot La Fée Parisienne absinthe', '2 dash Angostura Aromatic Bitters']","STIR all ingredients with ice and strain into chilled glass. [To measure 1.25ml and how many dashes in 1.25ml, please see Measuring cocktail ingredients.]",https://www.diffordsguide.com/cocktails/recipe/2879/improved-holland-gin-cocktail,Nick & Nora glass,Lemon zest twist,,"['Gentle 0 - Boozy 10: 9', 'Sweet 0 - Dry/Sour 10: 6']"
Improved Pendennis Club Cocktail,"['1 1⁄3 shot Rutte Dry Gin', '1⁄2 shot De Kuyper Apricot Brandy liqueur', '1⁄3 shot Apricot (abricot) eau-de-vie', ""1⁄3 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", '2⁄3 shot Lime juice (freshly squeezed)', ""3 dash Peychaud's or other Creole-style bitters""]",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/13878/improved-pendennis-club-cocktail,Coupe glass,Lime slice or wedge (or apricot) on rim,,"['Gentle 0 - Boozy 10: 7', 'Sweet 0 - Dry/Sour 10: 7']"
In the August Sun,"['1 shot White overproof rum', '1 shot Fino sherry', ""1⁄2 shot Difford's Falernum liqueur"", '1 shot Pineapple juice (fresh pressed)', ""1⁄3 shot Cream of coconut (e.g. Coco Lopez, Re'al etc.)""]",SHAKE all ingredients with ice and strain into glass filled with crushed ice.,https://www.diffordsguide.com/cocktails/recipe/5598/in-the-august-sun,Collins glass,Pineapple or lime wedge,,"['Gentle 0 - Boozy 10: 6', 'Sweet 0 - Dry/Sour 10: 6']"
In-Seine,"['1 shot Rémy Martin 1738 Cognac', '1 shot Bourbon whiskey', '1 shot Fiorente Elderflower liqueur', '3 dash La Fée Parisienne absinthe']",STIR all ingredients with ice and strain into ice-filled glass (preferably over a chunk of block ice).,https://www.diffordsguide.com/cocktails/recipe/2451/in-seine,Old-fashioned glass,White grapes on stick,,"['Gentle 0 - Boozy 10: 9', 'Sweet 0 - Dry/Sour 10: 6']"
Indimenticabili Momenti (Unforgettable Moments),"['1 1⁄2 shot Rémy Martin 1738 Cognac', '1⁄2 shot Moscatel', '1⁄6 shot Liquore Strega', '1⁄6 shot Cherry Heering cherry brandy liqueur', '1⁄6 shot Vanilla sugar syrup', '1⁄6 shot Cinnamon sugar syrup']",SHAKE all ingredients with ice and strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/3676/indimenticabili-momenti-unforgettable-moments,Nick & Nora glass,Orange zest twist,,
Inside Job Cocktail,"['2 shot Bourbon whiskey', '1⁄4 shot Luxardo Maraschino liqueur', ""1⁄4 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", '1 dash Angostura Aromatic Bitters', '1 dash La Fée Parisienne absinthe (omit for Cocktails Made Easy)']",STIR all ingredients with ice and strain into ice-filled glass.,https://www.diffordsguide.com/cocktails/recipe/4394/inside-job-cocktail,Old-fashioned glass,Orange wheel,,"['Gentle 0 - Boozy 10: 7', 'Sweet 0 - Dry/Sour 10: 7']"
Irish Buck,"['1 1⁄2 shot The Busker Blended Irish Whiskey', '1⁄4 shot Lime juice (freshly squeezed)', '3 1⁄2 shot Thomas Henry Ginger Ale']",POUR all ingredients into ice-filled glass and briefly stir.,https://www.diffordsguide.com/cocktails/recipe/7883/irish-buck,Collins glass,Lime slice wheel,,"['Gentle 0 - Boozy 10: 6', 'Sweet 0 - Dry/Sour 10: 6']"
Irish Cocktail,"['1 1⁄2 shot The Busker Blended Irish Whiskey', '1⁄24 shot Orange Curaçao liqueur', '1⁄24 shot Luxardo Maraschino liqueur', '1 dash La Fée Parisienne absinthe', ""1 dash Boker's bitters""]",STIR all ingredients with ice and strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/1027/irish-cocktail,Nick & Nora glass,Orange zest twist (discarded) & olive,,"['Gentle 0 - Boozy 10: 9', 'Sweet 0 - Dry/Sour 10: 7']"
Irish Maid,"['2 slice Cucumber (fresh)', '2 shot The Busker Blended Irish Whiskey', '1⁄2 shot Fiorente Elderflower liqueur', '2⁄3 shot Lemon juice (freshly squeezed)', ""1⁄3 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]","MUDDLE cucumber in base of shaker. Add other ingredients, SHAKE with ice and strain into ice-filled glass.",https://www.diffordsguide.com/cocktails/recipe/3646/irish-maid,Old-fashioned glass,Cucumber slice,,
Irish Old Fashioned,"['2 shot The Busker Blended Irish Whiskey', ""1⁄6 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", '3 dash Orange Bitters by Angostura', '2 dash Angostura Aromatic Bitters']",STIR all ingredients with ice and strain into ice-filled glass (preferably over a chunk of block ice).,https://www.diffordsguide.com/cocktails/recipe/4928/irish-old-fashioned,Old-fashioned glass,Orange zest twist,,"['Gentle 0 - Boozy 10: 8', 'Sweet 0 - Dry/Sour 10: 5']"
Iron & Sand Cocktail,"[""3⁄4 shot Dewar's 12 Year Old Scotch whisky"", '3⁄4 shot Ferro China Baliva', '3⁄4 shot Martini Rosso sweet vermouth', '3⁄4 shot Orange juice (freshly squeezed)']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/4598/iron-and-sand-cocktail,Coupe glass,Orange zest twist,,"['Gentle 0 - Boozy 10: 6', 'Sweet 0 - Dry/Sour 10: 7']"
Iron Clad Old Fashioned,"['5⁄6 shot Avallen Calvados', '1⁄2 shot Cachaça', '1⁄2 shot Bénédictine D.O.M.', '1⁄2 shot Ferro China Baliva']",STIR ingredients with ice and strain into ice-filled glass (preferably over a chunk of block ice).,https://www.diffordsguide.com/cocktails/recipe/6468/iron-clad-old-fashioned,Old-fashioned glass,Orange zest twist,,"['Gentle 0 - Boozy 10: 9', 'Sweet 0 - Dry/Sour 10: 5']"
Ironbound,"['1 shot Cachaça', '1 shot Avallen Calvados', '1⁄2 shot Bénédictine D.O.M.', '1⁄6 shot Demerara/Muscovado/brown sugar syrup (2 sugar:1 water)', ""2 dash Peychaud's or other Creole-style bitters""]",STIR all ingredients with ice and strain into ice-filled glass.,https://www.diffordsguide.com/cocktails/recipe/3614/ironbound,Old-fashioned glass,Lemon zest twist,,"['Gentle 0 - Boozy 10: 9', 'Sweet 0 - Dry/Sour 10: 5']"
Isla de Piño,"['1 1⁄2 shot Havana Club 3 Year Old rum', '1 shot Martini Rosso sweet vermouth', '1 shot Pink grapefruit juice (freshly squeezed)', ""1⁄6 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/4787/isla-de-pino,Coupe glass,Grapefruit wedge on rim,,"['Gentle 0 - Boozy 10: 5', 'Sweet 0 - Dry/Sour 10: 8']"
Islander,"['2 shot Martini Rosso sweet vermouth', ""3⁄4 shot Dewar's 12 Year Old Scotch whisky"", '1⁄6 shot Pernod anise']",STIR all ingredients with ice and strain into a chilled glass.,https://www.diffordsguide.com/cocktails/recipe/2810/islander,Coupe glass,Lemon zest twist,,"['Gentle 0 - Boozy 10: 6', 'Sweet 0 - Dry/Sour 10: 5']"
Islay Daiquiri,"['1 1⁄2 shot Havana Club 7yo rum', '1⁄2 shot Islay single malt (peated) Scotch whisky', '1⁄2 shot Lime juice (freshly squeezed)', '1⁄3 shot Honey syrup (3 honey to 1 water)', ""4 drop Difford's Daiquiri Bitters""]",SHAKE all ingredients with ice and strain into ice-filled glass.,https://www.diffordsguide.com/cocktails/recipe/11507/islay-daiquiri,Old-fashioned glass,Lime wedge,,"['Gentle 0 - Boozy 10: 8', 'Sweet 0 - Dry/Sour 10: 7']"
Islay Old Fashioned,"['2 1⁄2 shot Islay single malt (peated) Scotch whisky', '1⁄3 shot Demerara/Muscovado/brown sugar syrup (2 sugar:1 water)', ""3 dash Peychaud's or other Creole-style bitters""]","STIR whisky with three ice cubes (dry to the touch frozen ice, not wet ice) in a glass. Add sugar syrup, bitters and two more ice cubes. STIR some more and add another two ice cubes. STIR a bit more, and if you have room, add more ice.",https://www.diffordsguide.com/cocktails/recipe/3538/islay-old-fashioned,Old-fashioned glass,Lemon zest twist,,
It's All Greek To Me,"['1 2⁄3 shot O/Purist Tsipouro', '1⁄3 shot Kleos Mastiha liqueur', '1⁄2 shot Lemon juice (freshly squeezed)', ""1⁄3 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)""]",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/7226/its-all-greek-to-me,Coupe glass,Lemon zest twist,,"['Gentle 0 - Boozy 10: 7', 'Sweet 0 - Dry/Sour 10: 7']"
It's Hartnell Damn It!,"['1 shot Havana Club 7yo rum', '1 shot Swedish Punsch liqueur', '1 shot Sauvignon blanc wine']",STIR all ingredients with ice and strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/4339/its-hartnell-damn-it,Nick & Nora glass,Orange zest twist,,
Italian Chocolate Martini,"['1 shot Espresso coffee (freshly made & hot)', '1 1⁄2 shot Averna Amaro', '1⁄2 shot Bebo Coffee Liqueur']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/4991/italian-chocolate-martini,Nick & Nora glass,Float 3 coffee beans,,"['Gentle 0 - Boozy 10: 3', 'Sweet 0 - Dry/Sour 10: 5']"
Italian Margarita,"['1 1⁄2 shot Patrón Reposado tequila', '2⁄3 shot Disaronno amaretto', '1⁄3 shot De Kuyper Triple Sec (40%)', '5⁄6 shot Lime juice (freshly squeezed)']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/2695/italian-margarita,Coupe glass,Lime wedge,,"['Gentle 0 - Boozy 10: 7', 'Sweet 0 - Dry/Sour 10: 6']"
IVO,"['2 shot Bourbon whiskey', '1⁄2 shot Martini Extra Dry vermouth', '1⁄2 shot Martini Rosso sweet vermouth', '1⁄3 shot Giffard Framboise de Ronce (raspberry liqueur)', '1 dash Angostura Aromatic Bitters']",STIR all ingredients with ice and strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/2811/ivo,Coupe glass,Luxardo Maraschino cherry,,"['Gentle 0 - Boozy 10: 7', 'Sweet 0 - Dry/Sour 10: 5']"
Jack Collins,"['2 shot Avallen Calvados', '5⁄6 shot Lemon juice (freshly squeezed)', ""1⁄2 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", '1 2⁄3 shot Thomas Henry Soda Water']",SHAKE first 3 ingredients with ice and strain into ice-filled glass. TOP with soda and briefly stir.,https://www.diffordsguide.com/cocktails/recipe/1034/jack-collins,Collins glass,Orange slice,,
Jack Pot,"['1⁄2 shot Drambuie liqueur', ""1⁄4 shot Dewar's 12 Year Old Scotch whisky"", '1⁄4 shot Islay single malt (peated) Scotch whisky', '1⁄4 shot The Busker Blended Irish Whiskey', '1⁄4 shot Single malt Welsh whisky', '3⁄4 shot Rutte Dry Gin', '1 1⁄2 shot British bitter ale', '1⁄4 shot Apple juice (apple cider) unsweetened & unfiltered']",STIR all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/3260/jack-pot,Coupe glass,Strawberry with mint sprig crown on rim,,
Jack Rose Cocktail,"['1 2⁄3 shot Avallen Calvados', '1⁄2 shot Lemon juice (freshly squeezed)', '1⁄4 shot Lime juice (freshly squeezed)', ""1⁄4 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", '1⁄12 shot Raspberry (framboise) sugar syrup', '1⁄12 shot Giffard Grenadine syrup', '1 dash Orange Bitters by Angostura', '1⁄4 shot Pasteurised egg white (or aquafaba)']",SHAKE all ingredients with ice and fine strain into chilled glass. (Consider dry shaking if using egg white.),https://www.diffordsguide.com/cocktails/recipe/1039/jack-rose-cocktail,Coupe glass,Lemon zest twist &/or lemon wedge,,"['Gentle 0 - Boozy 10: 8', 'Sweet 0 - Dry/Sour 10: 8']"
Jack Tar,"['1 shot Navy rum (54.5% alc./vol.)', '1⁄2 shot Bourbon whiskey', '1⁄2 shot Rutte Dry Gin', '1⁄4 shot Lime juice (freshly squeezed)', '1⁄4 shot Lemon juice (freshly squeezed)', '1⁄3 shot Demerara/Muscovado/brown sugar syrup (2 sugar:1 water)']",SHAKE all ingredients and strain into ice-filled glass.,https://www.diffordsguide.com/cocktails/recipe/3286/jack-tar,Old-fashioned glass,Lime wedge,,"['Gentle 0 - Boozy 10: 8', 'Sweet 0 - Dry/Sour 10: 7']"
Jäger Negroni,"['3⁄4 shot Rutte Dry Gin', '3⁄4 shot Martini Rosso sweet vermouth', '3⁄4 shot Jägermeister', '1⁄4 shot Italian red bitter liqueur']","POUR all ingredients into ice-filled glass and briefly STIR. (Ideally, pre-mix ingredients and age in medium toasted oak barrel for one week.)",https://www.diffordsguide.com/cocktails/recipe/4099/jager-negroni,Old-fashioned glass,Orange zest twist,,"['Gentle 0 - Boozy 10: 8', 'Sweet 0 - Dry/Sour 10: 8']"
Jäger Old-Fashioned,"['1 1⁄3 shot Jägermeister', '2⁄3 shot Bourbon whiskey', '1⁄6 shot Maple syrup', ""3 dash Bob's Chocolate bitters""]",STIR all ingredients with ice and strain into ice-filled glass.,https://www.diffordsguide.com/cocktails/recipe/4148/jager-old-fashioned,Old-fashioned glass,Luxardo Maraschino cherry and orange zest twist,,"['Gentle 0 - Boozy 10: 6', 'Sweet 0 - Dry/Sour 10: 5']"
Jägerdame,"['1 1⁄3 shot Herbal coffee liqueur', '2⁄3 shot Martinique blanc rhum agricole', '5⁄12 shot Bacardi Carta Blanca light rum', '3 drop Angostura Aromatic Bitters']","STIR all ingredients with ice and strain into ice-filled glass (preferably over a large cube or chunk of block ice),",https://www.diffordsguide.com/cocktails/recipe/13407/jagerdame,Old-fashioned glass,Lemon zest twist,,"['Gentle 0 - Boozy 10: 8', 'Sweet 0 - Dry/Sour 10: 6']"
Jalisco Espresso,"['1 1⁄2 shot Patrón Silver blanco tequila', '1 shot Espresso coffee (freshly made & hot)', '2⁄3 shot Bebo Coffee Liqueur', '2 drop Saline solution 4:1 (20g sea salt to 80g water) (optional)']",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/1048/jalisco-espresso,Coupe glass,Float 3 coffee beans,,"['Gentle 0 - Boozy 10: 6', 'Sweet 0 - Dry/Sour 10: 8']"
Jalisco Flower,"['1⁄2 shot Patrón Reposado tequila', '3⁄4 shot Fiorente Elderflower liqueur', '1 shot Grapefruit juice (ruby red)', '3 shot Brut champagne or sparkling wine']",SHAKE first 3 ingredients with ice and strain into ice-filled glass. TOP with champagne/sparkling wine and briefly stir.,https://www.diffordsguide.com/cocktails/recipe/2456/jalisco-flower,Collins glass,Grapefruit zest twist &/or edible white flowers,,"['Gentle 0 - Boozy 10: 6', 'Sweet 0 - Dry/Sour 10: 7']"
Jamie's Mojito,"['1 shot Bacardi Carta Blanca light rum', '1 shot Martini Bianco vermouth', '3⁄4 shot Lime juice (freshly squeezed)', ""1⁄2 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", '3 wedge Lime (fresh)', '12 fresh Mint leaves', 'Top up with Prosecco sparkling wine']",POUR first 4 ingredients into glass with lime wedges and mint. Half fill glass with crushed ice and CHURN (stir). Fill glass with more crushed ice and TOP with Prosecco.,https://www.diffordsguide.com/cocktails/recipe/3363/jamies-mojito,Collins glass,Mint sprig,,"['Gentle 0 - Boozy 10: 6', 'Sweet 0 - Dry/Sour 10: 6']"
Japanese Cocktail,"['2 shot Rémy Martin 1738 Cognac', '1⁄2 shot Giffard Orgeat Syrup', ""2 dash Boker's bitters"", '1⁄2 shot Chilled water']",STIR all ingredients with ice and strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/1055/japanese-cocktail,Coupe glass,Lemon zest twist,,"['Gentle 0 - Boozy 10: 7', 'Sweet 0 - Dry/Sour 10: 6']"
Japanese Maple,"['1 3⁄4 shot Japanese blended whisky', '3⁄4 shot Lemon juice (freshly squeezed)', '1⁄2 shot Maple syrup', '1⁄2 shot Pasteurised egg white (or aquafaba)']",SHAKE all ingredients with ice and strain back into shaker. DRY SHAKE (without ice) and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/2812/japanese-maple,Coupe glass,Mist with aromatic bitters,,"['Gentle 0 - Boozy 10: 7', 'Sweet 0 - Dry/Sour 10: 7']"
Japanese Pear,"['1 1⁄2 shot Ketel One Vodka', '1⁄3 shot Poire William eau-de-vie', '1 1⁄2 shot Sake', ""1⁄3 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", ""1 dash Peychaud's or other Creole-style bitters""]",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/1056/japanese-pear,Martini glass,Pear slice,,"['Gentle 0 - Boozy 10: 7', 'Sweet 0 - Dry/Sour 10: 6']"
Jayne Mansfield,"['4 fresh Strawberries (hulled, small & ripe)', '1 shot Bacardi Carta Blanca light rum', '1 shot Giffard Fraise des Bois liqueur', ""1⁄4 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", '1 shot Brut champagne or sparkling wine']","MUDDLE strawberries in base of shaker. Add next 3 ingredients, SHAKE with ice and fine strain into glass. TOP with champagne.",https://www.diffordsguide.com/cocktails/recipe/1059/jayne-mansfield,Flute glass,Strawberry on rim,,"['Gentle 0 - Boozy 10: 5', 'Sweet 0 - Dry/Sour 10: 5']"
Je suis l'Amour,"['1 1⁄2 shot Rémy Martin 1738 Cognac', '1⁄2 shot Martini Riserva Speciale Ambrato', '1⁄3 shot Ginger liqueur', '1⁄2 shot Pink grapefruit juice (freshly squeezed)', ""1⁄12 shot Sugar syrup 'rich' (2 sugar to 1 water, 65.0°brix)"", ""4 drop Bob's Chocolate bitters""]",SHAKE all ingredients with ice and fine strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/3674/je-suis-lamour,Coupe glass,Orange zest twist,,"['Gentle 0 - Boozy 10: 7', 'Sweet 0 - Dry/Sour 10: 7']"
Jean Harlow,"['1 1⁄2 shot Bacardi Carta Blanca light rum', '1 1⁄2 shot Martini Rosso sweet vermouth', '1 dash Orange Bitters by Angostura (optional)']",STIR all ingredients with ice and strain into chilled glass.,https://www.diffordsguide.com/cocktails/recipe/4965/jean-harlow,Martini glass,Lemon zest spiral twist,,"['Gentle 0 - Boozy 10: 6', 'Sweet 0 - Dry/Sour 10: 6']"
Jeez Louise,"['1 1⁄3 shot Averna Amaro', '2⁄3 shot De Kuyper Triple Sec (40%)', '5⁄12 shot Cynar or other carciofo amaro', '2⁄3 shot Lime juice (freshly squeezed)', '1 2⁄3 shot Thomas Henry Soda Water']",SHAKE first 4 ingredients with ice and strain into ice-filled glass. TOP with soda.,https://www.diffordsguide.com/cocktails/recipe/5108/jeez-louise,Collins glass,Orange slice wheel,,"['Gentle 0 - Boozy 10: 4', 'Sweet 0 - Dry/Sour 10: 6']"
Jenever Punch,"['1 1⁄2 shot Rutte Old Simon Genever', '1 shot Lemon juice (freshly squeezed)', '1⁄2 shot Demerara/Muscovado/brown sugar syrup (2 sugar:1 water)', '2 dash Luxardo Maraschino liqueur', 'Top up with Thomas Henry Soda Water']",SHAKE first 4 ingredients with ice and strain into ice-filled glass. TOP up with soda.,https://www.diffordsguide.com/cocktails/recipe/3120/jenever-punch,Goblet glass,Grated nutmeg,,
Jersey's Best Dancers,"['1 shot Gentian liqueur (e.g. Suze, Salers etc)', '1 shot Del Maguey VIDA mezcal', '1 shot Martini Extra Dry vermouth']",STIR all ingredients with ice and strain into ice-filled glass (preferably over a chunk of block ice).,https://www.diffordsguide.com/cocktails/recipe/4366/jerseys-best-dancers,Old-fashioned glass,Orange zest twist,,"['Gentle 0 - Boozy 10: 7', 'Sweet 0 - Dry/Sour 10: 8']"
Jet Pilot,"['1 shot Overproof pot still rum', '3⁄4 shot Overproof aged rum', '3⁄4 shot Havana Club 3 Year Old rum', ""1⁄2 shot Difford's Falernum liqueur"", '1⁄4 shot Cinnamon sugar syrup', '1⁄2 shot Pink grapefruit juice (freshly squeezed)', '1⁄2 shot Lime juice (freshly squeezed)', '2 dash La Fée Parisienne absinthe', '1 dash Angostura Aromatic Bitters']",BLEND all ingredients with 8oz scoop of crushed ice.,https://www.diffordsguide.com/cocktails/recipe/4963/jet-pilot,Double old-fashioned,Luxardo maraschino cherry,,"['Gentle 0 - Boozy 10: 8', 'Sweet 0 - Dry/Sour 10: 7']"
